IP地址,隧道协议,已发送,已接收,丢包率,平均延迟(ms),RTT1(ms),RTT2(ms),RTT3(ms),RTT4(ms)
188.114.96.237:4233,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::5b6a:5967:8ef7]:1074,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.230:3581,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.180:1843,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.238:939,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.240:1070,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::de6c:c6cf:650d]:3854,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.177:2408,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::218c:179b:e544]:968,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.193:3581,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::15e7:e9b5:b846]:890,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.126:4233,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.225:7559,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::ca31:820f:6c0e]:987,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::cb3f:4aab:459a]:946,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::46d4:3b9b:8a93]:1387,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::9a9c:848f:fc27]:3581,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::fd23:cce0:fc28]:939,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.149:908,WireGuard,4,0,100%,-1,-1,-1,-1,-1
